Day,count,mean,std,min,25%,50%,75%,max,missing_count,missing_pct
Day_32,23.0,16.40575332350098,3.9617625242458616,9.27193530706483,14.525912135663775,16.326812623827443,18.559553947178763,24.945443846071736,,
Day_33,10.0,14.541110970415241,5.30743744269386,9.247297269231703,10.618935939314362,13.757856299047072,15.952202084832741,27.0,,
Day_34,13.0,15.631357250814316,3.9517944520556947,9.83143524418174,13.336469790981178,15.070826759121765,19.05858839536845,22.94379396209538,,
Day_35,14.0,14.565762547544162,3.8594193917075663,8.308730328276493,12.602210230261667,14.12272739973638,17.576256715716482,20.73759173759607,,
Day_36,17.0,13.293187067401098,4.034502323658764,8.531263586995697,10.317476308449134,12.845110022093872,15.211111551989418,25.43404795398204,,
Day_37,16.0,16.76850141439855,4.634021339848868,9.034451982121132,13.345088181003169,17.71222339921072,20.007146412355205,24.56600824694963,,
Day_38,16.0,12.931355971209817,4.499854852624737,5.687573230229375,10.255652498279948,12.40352182442351,14.067075050781511,24.151366951124935,,
Day_39,18.0,11.424527071788825,4.3264925475493685,4.15573624508833,9.555334190952335,11.08054415315018,14.033091207580636,20.67222870473278,,
Day_40,12.0,13.077480539604705,4.382794044682302,6.942010832571314,9.903590751461795,13.088451746718434,16.25915994977941,20.00682845272847,,
Day_41,23.0,12.94176853426432,4.330666586080132,3.625129993961624,10.759267866520082,12.833209334277724,15.738274461120136,20.777269756307224,,
Day_42,19.0,14.22787510722309,4.854416284890539,1.5346777158814255,12.714320202665416,14.851370693872358,16.937214153616566,22.58333996668769,,
Day_43,17.0,13.944132136947445,4.202067911964901,3.868705097190857,12.24599231465764,14.496839402114857,16.69140118839147,19.478246207798954,,
Day_44,13.0,13.085335600679427,3.1967890492446887,8.678580953029348,10.513734303716298,14.1413875399525,14.832959929204543,18.66537544026627,,
Day_45,18.0,13.966560762744985,5.575017215186896,1.7757164949293134,10.631780920039247,14.278527216276423,16.554715330565607,25.605494135968208,,
Day_46,15.0,12.758510011632044,5.045301151767404,3.6236839131968943,9.31706750929234,12.08498983886539,16.018058049315904,22.93635922988719,,
Day_47,15.0,13.454572989106314,5.113397426874571,1.885946133100304,11.1110527361285,13.21324821901742,16.606570780717355,22.76889071593723,,
Day_48,22.0,13.345537160377875,5.744453558533127,2.2432962062903052,10.239749296860253,14.142895919433977,16.99634983975252,26.34133192430469,,
Day_49,23.0,13.722634652126315,4.884472813599656,4.208225204255516,10.369096781016474,13.784274241624706,17.380031497893143,21.958473934234252,,
Day_50,12.0,11.496833016514698,4.8494683073135185,4.633698774981756,6.761268149343018,12.544938559339611,14.817322478292194,18.6527811351047,,
Day_51,14.0,14.848947182032306,5.35156235034947,6.9476397035320625,11.587792628358043,14.35482336037219,18.354927925432026,27.0,,
Day_52,14.0,15.012784920626439,6.371267398003473,6.8222413483835815,10.364456490836254,13.282425631174192,17.855505328217763,27.0,,
Day_53,24.0,14.121440214446636,4.792455842991341,0.4524659605879151,11.614034109206496,14.551213403851332,17.0829828263918,21.867592668914888,,
Day_54,13.0,13.629226477903103,5.979759448620326,5.954500306610654,9.847145719167523,11.741681225549373,14.382197854859198,27.0,,
Day_55,22.0,13.175114492448843,5.515386338758006,3.9092803215894336,9.870487210653106,11.88958353467479,16.963303927338817,22.241484139695523,,
Day_56,18.0,13.729296988395332,4.906430050985124,4.150718388880845,11.771381573039173,15.148920877475604,16.740873300271836,21.146428842687477,,
Day_57,15.0,13.994921429569965,5.156741199548251,5.829263965550535,10.609943598219319,14.07009700967762,19.11247280700645,19.608717417124954,,
Day_58,23.0,13.352183109006655,6.929443993211068,0.0,9.34799067219473,15.133070043523,17.177438522010934,25.765697143061963,,
Day_59,21.0,11.746981295442898,3.219730450433419,6.22133120850156,8.959042772056613,12.256264719475638,12.700263590714757,18.478558026436342,,
Day_60,14.0,12.576758895264655,4.9880982860509055,3.526035409348725,9.592456936730814,12.327054665012907,15.837163102013847,20.32284050945955,,
Day_61,19.0,12.945118791329127,4.121491418104894,6.737320614212547,10.834599742896025,12.831495069387136,14.781312745843808,22.94430156238229,,
Day_62,12.0,12.491818157762559,6.281799602016858,1.5453549329812015,8.402293976880353,13.498736053355305,16.992816468929124,22.014495992872092,,
Day_63,21.0,11.919815542115165,4.8390458131202205,1.2954282410901472,9.703980105928917,10.495021409630366,14.431914039316906,22.88722831488187,,
Day_64,16.0,11.978401543301253,5.8482518058282915,2.69705304785575,8.895439303635195,11.565835584465235,15.508724424293842,26.050209575974097,,
Day_65,13.0,10.576775032615645,5.201127269273458,0.607600122646434,6.323206442311772,11.40228589662438,14.143518007667012,18.29295868152954,,
Day_66,19.0,13.940069825217426,5.119062707799979,0.7591099040199847,11.831432029424523,13.638636673037652,16.644681958155612,22.22559848380372,,
Day_67,13.0,11.138331020211988,3.6205813456633607,5.555655964943349,9.58989772819478,11.051442992363564,13.563860280800249,18.175637419906653,,
Day_68,15.0,10.849070188204072,5.191160839935142,0.0,7.2244041045052985,10.649713709315778,14.487520551724867,19.72707618186476,,
Day_69,15.0,13.453132938759682,4.304277013237562,5.3109354402298665,10.67488173837954,14.449880547079204,15.748917727966127,20.822437359489054,,
Day_70,17.0,12.68088742158783,6.45064906278675,1.2282890639251702,6.406529639920821,13.845118496601913,18.472342905845142,23.479570878826163,,
Day_71,15.0,13.048474483581261,4.353431459093362,8.61571122554884,9.326983565267131,12.267469873196209,16.62901648725918,20.36197179416895,,
Day_72,11.0,10.793964062949826,5.488798084994323,0.2352887062602837,7.319782751440446,10.768644300314904,15.878397280439671,17.718763439830354,,
Day_73,14.0,14.698750292969484,6.184278774922528,4.191089216318894,10.590981002601168,14.079106083130151,19.30956880958523,27.0,,
Day_74,13.0,13.855911927940488,3.233120106805472,9.328515445348383,11.234373764956365,14.565112942736915,15.435464509244008,20.619202496074184,,
Day_75,13.0,13.346315066309334,4.754823605310041,4.966108636133331,9.654965457352915,14.82055947366914,16.656403442066946,20.832677488174472,,
Day_76,20.0,13.901694149715079,4.33153279137208,7.099179171407415,11.255963207964587,13.242553712042128,15.836535744963568,22.53442437250773,,
Day_77,15.0,10.284655254088248,6.198545813924171,0.0,6.510970727870918,10.47942678687374,13.20375019371789,20.285061745282057,,
Day_78,11.0,10.319501748643644,2.7985835675458848,6.8980199378986375,7.486413821353053,10.70475370935292,11.983653175393606,15.362068660874854,,
Day_79,7.0,13.681315705784783,2.3510525519980723,9.885797266613324,12.16228035117728,14.74223365237919,15.107566308935585,16.601485701275248,,
Day_80,16.0,11.348936136200848,5.04359593816926,3.883992801002056,8.636349040946717,10.691898078549503,13.585423822339314,21.78636852690123,,
Day_81,19.0,10.397792876244468,4.509057079328033,0.0,7.765297219299633,10.228504472124628,12.225852264642342,19.853533096743753,,
Day_82,14.0,13.339203467355079,7.256243274617011,0.0,8.720063073277549,14.363630830131587,18.069805199372855,27.0,,
Day_83,19.0,13.51452218942149,3.665700513042398,6.872316011220842,11.740551324113515,13.986538199870385,16.199340557338427,18.516717752013385,,
Day_84,19.0,9.352768301557049,5.123049701471689,0.0,6.31521967111106,9.84173780573839,13.313880110500016,17.61409050807626,,
Day_85,16.0,12.464097787041002,5.518567582491147,4.535714377604354,8.211366156852057,13.27800640176287,14.28918872608942,26.761846852209384,,
Day_86,16.0,10.369845666074529,6.7000678996702465,0.0,7.22926233904421,8.623263610833586,12.507979818471057,27.0,,
Day_87,13.0,11.087196031855429,6.519494602765333,3.2053193861952725,7.371239105299768,9.60137347242611,14.851017223818843,26.46423805396375,,
Day_88,19.0,11.977299495100642,5.214776502336849,4.060324526931186,8.92377038109483,11.206618931036216,15.467876760696301,21.98398662516224,,
Day_89,12.0,11.119016238194098,5.431061311611422,0.0,7.537531815018358,11.429801078924477,14.443684031376034,19.600625541052043,,
Day_90,8.0,9.404619640585883,5.477130508660665,3.448447562175624,5.954695973977179,7.170548645854517,12.488321655680362,18.29553039312566,,
Day_91,15.0,11.729728973246916,6.809601973620389,0.0,7.14855509552087,11.543033540542025,17.484770828508083,21.59866580262199,,
Day_92,15.0,9.431458412296085,4.5971516000379005,2.871935019152903,5.32513404062541,9.882130609976723,13.011865244830599,16.690740952634876,,
Day_93,6.0,12.855773187324393,4.38882037741435,6.137897867944403,10.259289516585918,13.8194346824505,15.855111108231641,17.75162751297788,,
Day_94,16.0,9.2386971037459,5.2221395860219815,0.0,5.818077756172982,7.951812047262267,11.668975939077786,20.57856142994716,,
Day_95,12.0,9.131750690421374,5.563430466359214,0.6780026836812412,5.684502984837102,9.079992354015502,10.852653624201668,18.65891592719155,,
Day_96,10.0,8.494093100114503,5.885423415382528,0.0,5.285223331737754,7.845970818779831,10.78654822885223,21.47229416304275,,
Day_97,16.0,11.49471415585192,4.969618169155709,1.3708107374642955,8.263659593364437,12.264183495945826,14.707767248374346,19.519829413599695,,
Day_98,9.0,10.374855908203926,6.523256033568103,0.0,6.613872104731156,9.187280272144804,15.893858059612754,19.789893572625655,,
Day_99,17.0,10.08828409765908,5.484510111522688,0.0,6.875828414730831,10.847976137141847,13.246873401798144,18.911832317666978,,
Day_100,10.0,10.744107789830164,4.068437441419254,4.67228490625489,7.696184612993316,12.325235542967604,13.147186559965633,16.991423725995556,,
Day_101,16.0,10.77404246829715,5.008682189421008,3.182362630504622,8.254436769381291,10.489872011768831,13.519736089192964,23.97258937437441,,
Day_102,12.0,8.796416619949925,4.671500791785324,0.0,6.475563731934676,9.89879232541834,12.297542688112781,13.9574661318626,,
Day_103,10.0,8.169243699485781,4.224088632922904,1.811182838059934,6.151628063940873,7.488420961919035,10.606084632375655,15.936839660672836,,
Day_104,13.0,8.947040890025834,4.601180641654745,2.3803481213034066,4.954603405763095,9.26125300336251,12.449019506547794,15.403479405321804,,
Day_105,12.0,11.14047994280831,5.190994206573745,3.2514156936095464,8.086384291639703,9.686679105625018,14.785835549451967,22.148333920248167,,
Day_106,9.0,12.581257967311409,5.824711248892473,4.581819703982281,9.42950597617071,11.838290997751084,12.322125836158454,22.343689875477548,,
Day_107,7.0,8.211654859531306,5.4448131325000535,0.0,5.131882863574743,8.423907553653347,11.265524265311143,16.262862205294027,,
Day_108,11.0,9.908990964057958,4.7537858064372145,3.2938252795162555,6.926794753135832,7.965906539563725,12.90703887390241,19.558634090610976,,
Day_109,14.0,7.797519988870462,5.767610471600207,0.0,2.464283604221601,8.179734294787963,10.760436376555848,18.53537746774891,,
Day_110,10.0,7.906378496282255,3.6578538470455877,0.3190328228823338,6.169352856441165,8.48882333872498,10.193397265733962,12.96444520855843,,
Day_111,16.0,10.21266219431648,5.540805221983919,2.3111230040244837,6.125430958221662,10.040359269106634,13.85568458856661,19.89096170495939,,
Day_112,10.0,10.209848825293744,7.154900166367751,2.4975083782555263,4.690243565042623,7.74831990580478,15.238609622083066,22.673196313324617,,
Day_113,12.0,10.740698324986548,6.278153589747283,0.0,8.216344958567873,10.521776227341729,12.766760813029219,24.406751208662143,,
Day_114,11.0,7.8444241710708384,5.906097617179771,0.0,3.9647269605489637,6.602277981055094,11.903556179336446,16.837372164931963,,
Day_115,14.0,10.520015669993771,7.053689289744201,0.0,5.803665922005895,11.478252710833274,17.146736568415456,20.330731848208735,,
Day_116,11.0,14.383780318076942,5.350770526029209,7.41353826174273,10.5307106549467,12.731984078430042,17.6875815645546,23.284371025887815,,
Day_117,12.0,12.305912458068493,4.740361904966209,3.9090322129554615,9.29508179821317,12.70041755671997,15.255756250056454,19.548277118800915,,
Day_118,7.0,7.279214987328386,4.904786960920868,0.0,3.900660341068142,8.513246848102902,10.900783468017853,12.838370445023807,,
Day_119,13.0,9.164016955995335,5.658886637550448,0.0,5.633199187797289,7.344035075039279,13.549615458512188,19.789598789892754,,
Day_120,8.0,11.638294871895813,6.974500345764638,2.9641756032201383,5.7512373701235475,12.994736919217154,14.614871412753661,23.989797489315055,,
Day_121,15.0,11.923459660693153,6.2773732993573175,0.0,9.495012467102462,11.616279399978756,16.429585354545623,21.844154552511423,,
Day_122,10.0,8.15306939270906,6.9345867147717914,0.0,1.1277819423834516,9.005659408667519,13.79574930658952,17.924783095379425,,
Day_123,12.0,7.8680338713678255,6.2165573214871115,0.0,1.1487772713407376,9.100723657666443,11.834437465614249,17.569358136497087,,
Day_124,13.0,7.919886327113298,6.574777010856223,0.6066811049433607,1.8259908698511396,5.936800311165169,11.174436641780554,20.92010644075946,,
Day_125,12.0,4.602321107193052,3.159699220073989,0.0,2.222635661612266,5.398945149145774,6.767793775753247,8.708725368852157,,
Day_126,16.0,8.662611412581928,4.58190497735163,1.820656859388896,5.651816175257094,7.010032533394476,12.929100968778213,17.647854068440793,,
Day_127,12.0,11.218836988015646,3.717832679712377,2.7394896087875207,9.313762802395956,12.354578924445406,13.857894431320654,15.285895524231194,,
Day_128,6.0,11.958655462893006,6.972702274941496,1.2193947773949416,7.714201944935286,15.249353714053765,15.959715619956444,18.634842961369102,,
Day_129,8.0,6.754822660063014,6.964237402348167,0.0,1.2748621820613837,5.56726740754122,9.888506949767425,20.887225439196612,,
Day_130,11.0,8.78490068035369,4.80360532947627,0.8659512755214123,6.354072682668378,7.74080212710898,12.708784190230311,15.025122911102,,
Day_131,10.0,9.425856719657546,6.94207945525123,0.0,5.2306477317673075,8.930705292872402,10.132550984421098,25.40328566360543,,
Day_132,8.0,10.247666761241051,8.383380343421834,2.8349684059130436,4.24779904848088,7.43980597932274,12.830886019656624,27.0,,
Day_133,11.0,7.0450238408057295,5.851120896843403,0.0,2.57919799059711,4.624274471397971,12.48265417736355,15.863388842691425,,
Day_134,14.0,9.495816457829292,6.351514456060026,0.0,5.285126520696764,9.951692194214665,14.927851418922884,17.650838740722318,,
Day_135,10.0,7.349538697664795,7.410779710225102,0.0,1.0362359065501217,4.963785857716521,13.103990722822182,20.231778092987835,,
Day_136,14.0,10.549947178681277,5.097740036096025,0.0,8.033685501302282,11.394217066558776,12.947788924441648,19.539844105282107,,
Day_137,10.0,7.761990494562272,8.002254838232489,0.08763749538914,2.8647857433977193,5.494847534970269,8.040392125423265,26.215242792631205,,
Day_138,12.0,8.660949100651235,4.998518716312718,1.2847537518612195,4.425633765243569,9.578434632916107,12.751667145107051,16.930361956713753,,
Day_139,12.0,8.295382735722287,4.6370957366346435,2.0430039829249984,4.5160559772470465,7.962642172079745,12.295854341425908,15.38764441641609,,
Day_140,7.0,5.196301631034662,4.976200759809085,0.0,1.4098809957490936,4.117671727353924,8.434431139338994,12.567815419712533,,
Day_141,15.0,7.517736781088247,4.753547256631692,0.3046149820348973,5.465141297431966,6.60702953321462,10.120724091268773,17.821391701910187,,
Day_142,18.0,9.257027370716465,5.64842931779156,0.0,5.579808374142198,9.7269832812171,12.849394680946697,17.790871829219427,,
Day_143,16.0,5.5307498251725535,3.9517691221710023,0.0,2.710362814086755,5.678139238039085,8.085951910317611,13.305392627200217,,
Day_144,15.0,6.100174088866976,4.43389836011845,0.0,3.530309668122666,5.965476345017851,8.431349963076649,14.832188336800249,,
Day_145,12.0,5.571090504423889,4.624082138138684,0.0,1.0565042836813954,5.835903132868749,8.776014598069077,14.88867664963899,,
Day_146,8.0,6.775826869746642,6.045382367739844,0.0,2.6478192303367467,5.185044816779955,9.225152220182935,16.61164798532293,,
Day_147,18.0,7.2172276139293485,4.835835359299365,0.0,4.493801763761046,5.721916774802001,8.956415824973764,19.91214558127077,,
Day_148,10.0,5.150604086776208,4.420608804880001,0.0,1.5535353076596785,4.728548983173533,8.478510361584112,11.919069371287607,,
Day_149,15.0,6.836822138248093,5.592425172769992,0.0,2.7860431462778026,5.654404454722385,10.629206573180781,19.477139360537564,,
Day_150,12.0,6.425466840932546,5.209111834669974,0.0,1.8140776255012623,6.40105843147221,9.254319978481373,16.42458921747935,,
Day_151,10.0,7.999832067200001,7.076319273802086,0.0,1.3736506147299927,7.888237560416545,12.525336284715204,20.79831158515703,,
Day_152,16.0,6.749803638621231,5.901732421043523,0.0,0.3381987554375647,6.68912925300102,11.060944970993312,19.547039141422673,,
Day_153,8.0,9.648881289019881,9.024538413336561,0.0,3.203358656971049,8.992040854265982,13.073846962024561,27.0,,
Day_154,13.0,7.682942848566258,5.456555302060948,0.14782274925411,2.372080739305511,7.6402044872998065,12.837940368784617,17.08996987565912,,
Day_155,15.0,9.399848890481788,6.841365071890398,0.0,3.202118199846387,8.074131184677686,14.3240326866912,19.463406691977735,,
Day_156,15.0,5.990974235953539,5.035083228208202,0.0,0.8215171209160392,7.156306376429439,9.6473833210267,14.52007538966526,,
Day_157,15.0,8.868727735147505,4.924598316171628,0.0,5.9621718845113065,9.81637652854765,11.602984203948258,17.593829342788627,,
Day_158,12.0,8.481767151630342,5.316370209138329,0.0,5.966349669047665,8.400592496111381,11.766052538008053,17.7842241413328,,
Day_159,8.0,10.011955237900239,6.882458659015223,0.586925497393997,4.255499204059325,9.826845259998457,16.212768902875723,19.235644927986016,,
Day_160,11.0,7.3317738548532665,4.673785509971718,0.0,4.017886181163072,6.766534835913479,10.68888179708326,16.16387257458316,,
Day_161,15.0,7.076186527877029,3.3037959148559044,2.334127594160152,6.003331140955259,6.666621964128794,8.133129396537853,16.333232651225615,,
Day_162,17.0,7.325301417568064,6.887942454147645,0.0,2.4770484076435295,7.0313231265081875,8.865606408116937,24.282459283503936,,
Day_163,13.0,7.223497330198157,4.802332124006905,0.0,4.786982305768055,6.522692289959052,8.594810475136336,19.50239502536415,,
Day_164,9.0,3.9863697585622333,3.906776867476583,0.0,0.8840885584232321,3.105194561561917,8.432493621848806,9.288406449500108,,
Day_165,11.0,6.602158415831653,6.935926005867431,0.0,2.641705678926625,5.1567230529373225,7.105520649996743,22.99484566035093,,
Day_166,5.0,7.89571444395262,5.683383880125082,0.4631377380265771,3.9638435457694143,8.651767737494149,12.28887577143103,14.11094742704193,,
Day_167,11.0,7.8280654857124405,6.604363199941344,0.0,1.4566933638838448,7.436143480585203,11.440341386968958,18.240924504031383,,
Day_168,19.0,8.98541425466453,5.881664452755991,0.0,3.978787210532327,10.466585012897715,11.892157010963903,23.68258634566327,,
Day_169,13.0,8.03989023806029,5.4424511370787245,0.0,5.807270385412583,8.209344758695861,11.975084461683426,18.550506398373017,,
Day_170,15.0,7.520414771738268,6.726847145500702,0.0,2.030872134460926,5.9676792845257625,13.051707476543541,20.390207084292257,,
Day_171,11.0,7.443002307197802,6.004539617181722,0.0,2.9706062258918173,4.848143391848254,12.65519962261343,16.751871448952233,,
Day_172,14.0,5.342880996193235,3.914449417349209,0.0,2.830111294312503,5.161336969688595,8.512571997922647,11.115823527832406,,
Day_173,12.0,6.306652750856007,4.43501231291931,0.9237407104686484,2.39301005562456,6.608038022449098,9.380677732358235,14.070255291743305,,
Day_174,18.0,5.689490657276041,4.970547038646854,0.0918900454644314,1.0892966856416206,4.839137056922048,9.132286603027861,13.731824955382828,,
Day_175,14.0,5.449324948986088,5.784557642174417,0.0,1.0382015381069536,3.5690286211582807,8.619566632619314,19.43972468615218,,
Day_176,12.0,9.83008685989825,5.8468170619359405,3.089719473600768,4.356534570964797,8.911270193341576,12.890847525372934,20.537050105628644,,
Day_177,4.0,7.135013122431227,6.465531080587907,0.0,3.2787310330084423,6.733114561313973,10.589396650736758,15.073823367096963,,
Day_178,12.0,5.504497942690329,3.3892638708266447,1.2111972267506386,3.0324796998700516,4.740817890644257,7.580524142208218,11.678684350853946,,
Day_179,15.0,4.508652005354699,4.109958268660977,0.0,0.39278317831054943,2.9640906830605096,7.981858919136526,11.552042664806756,,
Day_180,16.0,7.224197943932208,7.861373518706171,0.0,1.0288782229415063,3.8117670747901577,12.362407843551598,22.765008211346384,,
Day_181,13.0,5.069175669365496,4.561398419721787,0.0,2.1340553130962494,4.364138061974086,8.227351667528994,15.014719756807844,,
Day_182,8.0,7.599345956934283,4.688956460323792,0.6779732900297448,3.7417009628364655,8.320167593685769,11.315959993107917,13.116231446098778,,
Day_183,7.0,7.06046654577757,6.283144063404105,0.0343742015953662,1.5651347365575319,7.3032808617613085,11.604757221029129,15.74582684191299,,
Day_184,12.0,5.882623986735393,5.275605380348316,0.0,2.509345411721634,4.494685545528041,8.743268634345934,18.354785574018727,,
Day_185,11.0,6.374448323104931,3.8747403383590346,0.0,4.349467213735973,6.463259749083138,7.766940200276137,15.096551131036268,,
Day_186,8.0,5.419160634998403,6.306190230013853,0.0,2.719973719051165,4.324444726725993,4.93280900361919,20.11582098180159,,
Day_187,9.0,7.587547534047368,7.321961844476176,0.0,1.9235816037220916,6.050493338118739,11.349403865228778,23.27864680134571,,
Day_188,17.0,5.484846778026418,5.007886335115212,0.0,1.6708055684921148,5.143088505352845,8.990499878840613,17.995337660387186,,
Day_189,20.0,6.285827120659238,7.444436366498705,0.0,0.45493970656107446,3.208571713261165,9.732201407397781,25.492130448679344,,
Day_190,11.0,5.629445578487667,5.9407201922649975,0.0,0.9482545690847508,3.0237846663969403,10.204431317147986,16.355022080558008,,
Day_191,8.0,5.522841368121295,5.205344460461199,0.0,1.5127022271748165,4.232260980393583,9.185562156494512,13.947245774994302,,
Day_192,9.0,4.443168607159944,5.492308809625138,0.0,0.847444756697272,1.6319978571630405,5.673030877230445,15.393612985074023,,
Day_193,13.0,7.721776800801981,6.0073932696953785,0.1348008825146071,4.038812180634204,5.264422760348801,10.644619642868092,19.03871246417446,,
Day_194,7.0,4.955278974607745,3.99263691185516,0.0,1.7154478859196494,5.213975244852623,7.5336636101785714,10.974754585205153,,
Day_195,9.0,5.780684474433435,4.409812722142732,0.0,3.1710508002430977,4.05072152524389,8.7434744166439,12.891535847391369,,
Day_196,10.0,7.114758229707688,5.2062749997928055,0.0,3.690298451245725,6.557176394829493,9.205722648469312,16.603101720457218,,
Day_197,15.0,7.052081679667862,6.589597516193662,0.0,0.9984489653190939,6.525554552531513,11.549458314727776,20.34444355226453,,
Day_198,11.0,8.413425560866898,4.551248171671209,0.0,6.618108048050723,7.982219914385473,10.065524444400758,18.266454538596943,,
Day_199,8.0,7.5109807854029444,7.5005758138060505,0.0,3.5116137142132775,4.741386620647177,8.531271430260723,21.01405631614852,,
Day_200,13.0,7.944688057143031,5.30154792392934,0.0,3.1298252675836213,10.128074908532971,10.771646769229966,16.136496252896393,,
Day_201,9.0,7.248514640768529,6.793770821543756,0.0365210649040557,2.602693309870312,4.883439104939088,13.21724314215576,19.614392876870575,,
Day_202,15.0,4.525481355877178,4.560648807130632,0.0,0.0,4.017763989552137,7.668866186980422,12.00092073073136,,
Day_203,10.0,6.162998037096919,7.166620285875882,0.0,0.10616364392596722,4.573474244229185,9.35759150981438,20.052393399151992,,
Day_204,7.0,3.624392095282746,4.2875441824072045,0.0,0.0,0.8913460426833416,7.6633457573357475,9.152707109624384,,
Day_205,11.0,5.426641664833979,4.973500805536532,0.0,1.3782403906507332,4.570294451056409,8.68366709187174,14.354823782416704,,
Day_206,14.0,4.361746397432907,5.432095349233085,0.0,0.09277194557747205,2.4860795535658378,6.814326690358543,17.074438901332023,,
Day_207,11.0,2.9782390918234127,3.451414347620847,0.0,0.11436981132836455,1.817575091305546,4.8687313361660625,10.307577824655604,,
Day_208,16.0,5.154593517757017,5.317079985988454,0.0,0.6605345414020023,4.062480904975626,7.5549072520435825,18.26383317126188,,
Day_209,9.0,4.032990881584464,5.23350737534999,0.0,0.1413096328638814,1.856154108062424,7.953441402073391,14.141814598448228,,
Day_210,8.0,7.260412421189365,7.528149474567471,0.0,1.25844465826501,4.518978420500965,13.63060836401834,19.562158869167973,,
Day_211,9.0,5.800536543138528,6.50692331787326,0.0,0.0,4.664071205671718,9.649472540739596,19.735773209893026,,
